name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家金門料羅店,08-2337520,金門縣,金湖鎮,新塘１５１號１樓之１,118.40911149,24.44452538
FamilyMart 全家金門瓊義店,08-2336493,金門縣,金湖鎮,伯玉路３段３７９號１樓,118.373953,24.45679492
FamilyMart 全家金門金發店,08-2335913,金門縣,金湖鎮,環島南路４段４８０號１樓,118.391444,24.440522
FamilyMart 全家金門金寧店,08-2311068,金門縣,金寧鄉,林湖路２９５－５號１樓,118.326063,24.444493
FamilyMart 全家金門金城店,08-2328420,金門縣,金城鎮,中興路１４６巷１１號,118.31903159,24.43830064
FamilyMart 全家金門城隍店,08-2322401,金門縣,金城鎮,光前路３９－５號,118.3220769,24.42898911
