name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家萬里頂社店,02-2408-1473,新北市,萬里區,大鵬里頂社１號,25.19485646,121.68676806
FamilyMart 全家金山中山店,02-2408-1325,新北市,金山區,中山路２０５號,25.22394682,121.63573401
FamilyMart 全家金山金中店,02-2408-1427,新北市,金山區,中山路１０１號,25.22119393,121.63162086
FamilyMart 全家板橋振興店,02-8961-2085,新北市,板橋區,三民路一段３１巷８９弄３號,25.02167,121.47921
FamilyMart 全家板橋長壽店,02-2957-2584,新北市,板橋區,三民路二段８３號,25.013589,121.477198
FamilyMart 全家板橋樂福店,02-2963-6100,新北市,板橋區,三民路二段２１巷６號１樓,25.015044,121.479558
FamilyMart 全家板橋天和店,02-2955-6108,新北市,板橋區,三民路二段１４０號１樓,25.012618,121.479102
FamilyMart 全家板橋大勇店,02-2272-0109,新北市,板橋區,大仁街３６號,25.016015,121.453013
FamilyMart 全家板橋興安店,02-2967-2852,新北市,板橋區,大觀路二段３７巷３８號１樓,24.998472,121.442733
FamilyMart 全家板橋新光店,02-2955-0932,新北市,板橋區,中山路一段１４１－２號１樓,25.012042,121.466148
FamilyMart 全家板橋興隆店,02-8951-0091,新北市,板橋區,中山路二段９０巷１０號,25.015313,121.472534
FamilyMart 全家板橋光復店,02-2964-3847,新北市,板橋區,中山路二段５０３號１樓,25.017008,121.456335
FamilyMart 全家板橋瑞安店,02-2967-7282,新北市,板橋區,中正路３９５號１樓,25.018641,121.456648
FamilyMart 全家板橋新花園店,02-2967-5960,新北市,板橋區,中正路１巷１２號,25.019628,121.454079
FamilyMart 全家板橋福德店,02-8969-7916,新北市,板橋區,中正路２５４號１樓,25.031672,121.475206
FamilyMart 全家板橋文心店,02-2256-2587,新北市,板橋區,介壽街２０號１樓,25.01824,121.468186
FamilyMart 全家板橋致科店,02-2256-9453,新北市,板橋區,文化路一段３１３號１樓,25.022844,121.467302
FamilyMart 全家板橋文化店,02-2254-4632,新北市,板橋區,文化路一段２８０號,25.018977,121.466741
FamilyMart 全家板橋龍江店,02-8253-5436,新北市,板橋區,文化路二段１８２巷３弄９１，９３號１樓,25.029075,121.471268
FamilyMart 全家板橋國翠店,02-8252-7477,新北市,板橋區,文化路二段３９６號,25.02746,121.478933
FamilyMart 全家板橋川府店,02-2951-1412,新北市,板橋區,四川路一段６５號１樓,24.999591,121.458305
FamilyMart 全家板橋華德店,02-8967-6847,新北市,板橋區,四川路二段４７巷３弄４號１樓,24.993418,121.450742
FamilyMart 全家板橋互維店,02-2258-6320,新北市,板橋區,四維路２９３號１樓,25.030104,121.462365
FamilyMart 全家板橋宏翠店,02-8257-2973,新北市,板橋區,四維路１００號１樓,25.026683,121.464429
FamilyMart 全家板橋廣榮店,02-2964-8983,新北市,板橋區,民生路一段３３號１樓之１,25.016537,121.473216
FamilyMart 全家板橋文興店,02-2257-9434,新北市,板橋區,民生路二段２３０號１樓,25.023293,121.468481
FamilyMart 全家板橋新金富店,02-8257-0768,新北市,板橋區,民生路三段８５號,25.031069,121.47834
FamilyMart 全家板橋民族店,02-8951-0850,新北市,板橋區,民族路６１號,25.014739,121.460002
FamilyMart 全家板橋聯翠店,02-2255-9113,新北市,板橋區,光武街２２號壹樓,24.998948,121.447333
FamilyMart 全家板橋祝山店,02-2255-4105,新北市,板橋區,吳鳳路２１巷２號１樓,24.99476,121.462123
FamilyMart 全家板橋大東店,02-8969-8004,新北市,板橋區,府中路１２７號１樓,25.008431,121.458585
FamilyMart 全家板橋大隆店,02-2953-3231,新北市,板橋區,福星里忠孝路５０號一樓,25.00934,121.454168
FamilyMart 全家板橋板長店,02-2954-5602,新北市,板橋區,板新路９７＆９９號１樓,25.026746,121.468683
FamilyMart 全家板橋松柏店,02-8252-0901,新北市,板橋區,松柏街１３號,24.994125,121.433468
FamilyMart 全家板橋公園店,02-2675-3572,新北市,板橋區,金門街２０６＆２０８號１樓,24.98621,121.42977
FamilyMart 全家板橋金園店,02-2683-7125,新北市,板橋區,金門街１２９號一樓,24.984024,121.427306
FamilyMart 全家板橋金市店,02-2675-7155,新北市,板橋區,金門街８６號１樓（如附圖）,25.020382,121.460107
FamilyMart 全家板橋安東店,02-2951-4997,新北市,板橋區,長安街１３８巷１弄５０號１樓,25.012826,121.471958
FamilyMart 全家板橋新安店,02-2951-3527,新北市,板橋區,長安街２９７號,25.03109,121.463064
FamilyMart 全家板橋富安店,02-8257-1724,新北市,板橋區,長江路一段１００號１樓,25.03346,121.471063
FamilyMart 全家板橋漢江店,02-2259-3499,新北市,板橋區,長江路二段１２０號１樓,24.991098,121.460114
FamilyMart 全家板橋信義店,02-2953-6686,新北市,板橋區,信義路７１號１樓,24.993454,121.457356
FamilyMart 全家板橋新雅店,02-2965-5750,新北市,板橋區,南雅東路８號（代表號）１樓,25.002897,121.4545
FamilyMart 全家板橋湳雅店,02-2964-7980,新北市,板橋區,南雅南路二段９４號,24.995758,121.450711
FamilyMart 全家板橋英仕店,02-2259-9823,新北市,板橋區,英士路５４號１樓,24.99951,121.463053
FamilyMart 全家板橋擎天店,02-2955-8982,新北市,板橋區,重慶路２４３號１樓,25.007008,121.461705
FamilyMart 全家板橋板慶店,02-8953-9805,新北市,板橋區,重慶路２９０巷３號１樓,25.009206,121.467399
FamilyMart 全家板橋國泰店,02-2959-6571,新北市,板橋區,國泰街３７號１樓,25.024102,121.472921
FamilyMart 全家板橋莒光店,02-2259-3060,新北市,板橋區,莒光路２２５，２２７號,25.024471,121.470273
FamilyMart 全家板橋禾原店,02-2258-7428,新北市,板橋區,莒光路２８巷１３號,25.026409,121.472748
FamilyMart 全家板橋萬板店,02-2254-6290,新北市,板橋區,莊敬路２２０巷１號１樓,25.018134,121.461018
FamilyMart 全家板橋華利店,02-2254-1201,新北市,板橋區,華江一路１５６號,25.005314,121.456766
FamilyMart 全家板橋華興店,02-2952-4563,新北市,板橋區,華興街４１．４３號,25.003342,121.457381
FamilyMart 全家板橋華陽店,02-2258-5156,新北市,板橋區,陽明里陽明街８８、９０號一樓,25.010726,121.463932
FamilyMart 全家板橋新甫華店,02-2272-5443,新北市,板橋區,新生街２２號,25.02845,121.4577
FamilyMart 全家板橋新農店,02-2253-8884,新北市,板橋區,新海路３２８，３３０號１樓,25.007196,121.456157
FamilyMart 全家板橋板崑店,02-2686-5706,新北市,板橋區,溪崑二街１６號,24.987767,121.425816
FamilyMart 全家板橋裕盛店,02-2258-1579,新北市,板橋區,裕民街９５號,25.027438,121.458885
FamilyMart 全家板橋富裕店,02-8252-9995,新北市,板橋區,裕民街１１號１樓,25.012674,121.445857
FamilyMart 全家板橋僑二店,02-8969-9174,新北市,板橋區,僑中二街１１６巷１號１樓,25.002726,121.46438
FamilyMart 全家板橋都鑫店,02-2958-0076,新北市,板橋區,實踐路８９號一樓,25.020853,121.465214
FamilyMart 全家板橋新都店,02-2964-9535,新北市,板橋區,漢生東路１５９號１樓,24.9989463,121.45748835
FamilyMart 全家板橋廣和店,02-8951-8657,新北市,板橋區,廣福里廣和街７９號１樓,24.997244,121.445386
FamilyMart 全家板橋堂春店,02-2683-5266,新北市,板橋區,篤行路三段１號１樓,25.01534,121.467056
FamilyMart 全家板橋北站店,02-2965-7973,新北市,板橋區,縣民大道二段７號,25.014361,121.463614
FamilyMart 全家板橋車站店,02-8969-3201,新北市,板橋區,縣民大道二段７號Ｂ１,25.017063,121.469339
FamilyMart 全家板橋麗寶店,02-8968-2022,新北市,板橋區,縣民大道二段３號,25.012299,121.463248
FamilyMart 全家板橋市民店,02-2964-1484,新北市,板橋區,縣民大道二段２２號Ｂ１,25.007195,121.459213
FamilyMart 全家板橋館西店,02-2965-5570,新北市,板橋區,館前西路１２８號,25.024133,121.457114
FamilyMart 全家板橋德翠店,02-8257-3511,新北市,板橋區,龍泉街７８號,25.001845,121.44369
FamilyMart 全家板橋新月店,02-2968-6480,新北市,板橋區,環河西路五段２１７號,25.026403,121.476782
FamilyMart 全家板橋華江店,02-2255-4256,新北市,板橋區,雙十路三段５４號,25.030925,121.478897
FamilyMart 全家板橋懷聖店,02-2250-5214,新北市,板橋區,懷德街２０１巷２號,25.031718,121.479298
FamilyMart 全家汐止力行店,02-2640-1386,新北市,汐止區,力行街１號,25.057689,121.634109
FamilyMart 全家汐止智興店,02-2649-0742,新北市,汐止區,大同路二段２００號,25.069096,121.661428
FamilyMart 全家汐止龍安店,02-2649-0723,新北市,汐止區,大同路二段１８４巷１１號,25.066262,121.65373
FamilyMart 全家汐止大同店,02-8648-6545,新北市,汐止區,大同路三段２６９，２７１號,25.073542,121.674639
