name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家馬祖福運店,83623389,連江縣,南竿鄉,福沃村６９號１樓,119.9350239,26.153343
FamilyMart 全家馬祖機場店,83622517,連江縣,南竿鄉,復興村２２０號１樓（南竿航空站二航廈）,119.949929,26.156255
