Okmart 外交部門市,02-6617-4211,台北市,中正區,凱達格蘭大道2號B1,,
Okmart 北市警局門市,02-6617-9255,台北市,中正區,延平南路96號B2,,
Okmart 大同樹德店,02-6617-2449,台北市,大同區,民族西路120、122號1樓,,
Okmart 大同運動門市,02-6617-7568,台北市,大同區,大龍街51號1樓,,
Okmart 北安店,02-6617-2043,台北市,中山區,北安路476號,,
Okmart 台北撫順店,02-6617-2551,台北市,中山區,撫順街21號,,
Okmart 台北豐達店,02-6617-5459,台北市,松山區,敦化北路155巷87號之1,,
Okmart 台北錦三店,02-6617-2611,台北市,松山區,三民路137號,,
Okmart 北市監理所門市,02-6617-1915,台北市,松山區,八德路４段21號1樓,,
Okmart 金山南路店,02-6617-0562,台北市,大安區,金山南路２段113號,,
Okmart 台北金華店,02-6617-6132,台北市,大安區,金華街241-1號,,
Okmart 中華電信門市,02-6617-8428,台北市,大安區,愛國東路35號B1樓,,
Okmart 萬大店,02-6617-1532,台北市,萬華區,萬大路423巷12號,,
Okmart 台北開封店,02-6617-7247,台北市,萬華區,開封街２段80、80之1號1樓,,
Okmart 北醫店,02-6617-2040,台北市,信義區,吳興街220巷33號,,
Okmart 台北景聯店,02-6617-2415,台北市,信義區,吳興街110號1樓,,
Okmart 信義雙和店,02-6617-5981,台北市,信義區,吳興街284巷21弄2號,,
Okmart 台北富陽店,02-6617-3121,台北市,信義區,富陽街65、67號1樓,,
Okmart 士林芝東店,02-6617-1089,台北市,士林區,士東路200巷21號1樓,,
Okmart 士林和豐店,02-6617-2598,台北市,士林區,和豐街39巷2號,,
Okmart 士林基河店,02-6617-2870,台北市,士林區,基河路250號,,
Okmart 士林芝山店,02-6617-1644,台北市,士林區,福華路155號,,
Okmart 士林監理站門市,02-6617-0363,台北市,士林區,承德路５段80號,,
Okmart 北投吉利店,02-6617-1268,台北市,北投區,吉利街140號,,
Okmart 北投吉運店,02-6617-2248,台北市,北投區,石牌路１段39巷124號1樓,,
Okmart 北投復興店,02-6617-2540,台北市,北投區,復興四路23號1樓+地下室,,
Okmart 關渡水鳥店,02-6617-2642,台北市,北投區,知行路1號1+2樓,,
Okmart 內湖金龍店,02-6613-0929,台北市,內湖區,內湖路三段60巷10弄1號1樓及地下一樓,,
Okmart 內湖德明門市,02-6617-2812,台北市,內湖區,環山路１段56號1樓(百齡樓B103),,
Okmart 台北萬美店,02-6617-2243,台北市,文山區,辛亥路４段99號,,
Okmart 文山萬安店,02-6617-2315,台北市,文山區,萬美街１段47號1+2樓,,
Okmart 文山忠順店,02-6617-7828,台北市,文山區,興隆路４段72-2號、74巷2號、74巷4號,,
