Okmart 台元第一門市,03-610-6496,新竹縣,竹北市,台元街34號1樓,,
Okmart 台元第二門市,03-610-7183,新竹縣,竹北市,台元一街3號1樓,,
Okmart 竹北長青店,03-610-6150,新竹縣,竹北市,中正西路1999號1樓,,
Okmart 竹北縣福店,03-610-6640,新竹縣,竹北市,光明九路76、76-1號1樓,,
Okmart 竹北台鐵門市,03-610-5089,新竹縣,竹北市,和平街59號2樓,,
Okmart 新竹地院門市,03-610-5841,新竹縣,竹北市,興隆路２段265號1F,,
Okmart 竹北高中門市,03-610-5719,新竹縣,竹北市,中央路3號B1(健康中心旁預備教室),,
Okmart 湖口中正店,03-610-6441,新竹縣,湖口鄉,中正路１段104號,,
Okmart 湖口達生店,03-610-6443,新竹縣,湖口鄉,達生路90、92號1樓,,
Okmart 湖口德興店,03-610-5506,新竹縣,湖口鄉,八德路２段76號1樓,,
Okmart 湖口千禧店,03-610-6627,新竹縣,湖口鄉,千禧路2巷2號,,
Okmart 矽格湖口門市,03-610-6375,新竹縣,湖口鄉,湖口工業區四維路1號(員工餐廳旁),,
Okmart 湖口裝甲門市,03-610-7297,新竹縣,湖口鄉,八德路３段11巷12號,,
Okmart 湖口裝甲二門市,03-610-6219,新竹縣,湖口鄉,八德路３段11巷12號(教勤營官兵休閒中心),,
Okmart 新豐福興店,03-610-6412,新竹縣,新豐鄉,福興村9鄰十一股93號1樓,,
Okmart 新豐忠孝店,03-610-6632,新竹縣,新豐鄉,忠孝路2號,,
Okmart 台鐵新豐門市,03-610-5679,新竹縣,新豐鄉,新興路202號2樓(新豐火車站),,
Okmart 新埔遠東店,03-610-5790,新竹縣,新埔鎮,文山路亞東段605、607號1樓,,
Okmart 新埔埔興店,03-610-6637,新竹縣,新埔鎮,新關路五埔段78號1樓,,
Okmart 新埔楊新店,03-610-6718,新竹縣,新埔鎮,楊新路１段881號1樓,,
Okmart 新埔田新店,03-610-7200,新竹縣,新埔鎮,田新路682號1樓(新埔水利大樓),,
Okmart 新竹監理所門市,03-610-5513,新竹縣,新埔鎮,文德路３段58號,,
Okmart 關西高中門市,03-610-6291,新竹縣,關西鎮,中山東路2號,,
Okmart 敏實科大門市,03-610-7018,新竹縣,芎林鄉,大華路一號仁愛樓一樓,,
Okmart 凌陽創新門市,03-610-7079,新竹縣,寶山鄉,創新一路19號6樓,,
Okmart 竹東信義店,03-610-6603,新竹縣,竹東鎮,東林路48號,,
Okmart 竹東大豐店,03-610-6610,新竹縣,竹東鎮,中豐路３段134號,,
Okmart 竹東學興店,03-610-7261,新竹縣,竹東鎮,學府路80+82號1樓,,
Okmart 竹東長興店,03-610-6645,新竹縣,竹東鎮,北興路１段591號,,
Okmart 橫山福興店,03-610-6642,新竹縣,橫山鄉,中豐路３段62號1樓,,
