Okmart 竹南復興店,03-724-3632,苗栗縣,竹南鎮,保安林101號,,
Okmart 竹南大埔店,03-724-3549,苗栗縣,竹南鎮,大埔里15鄰仁愛路1221巷1號,,
Okmart 竹南中興門市,03-724-3622,苗栗縣,竹南鎮,大營路211號(校內原員生社位置),,
Okmart 頭份尖山店,03-724-3825,苗栗縣,頭份市,中華路119號,,
Okmart 頭份信東店,03-724-3562,苗栗縣,頭份市,信東路226號,,
Okmart 頭份陽興店,03-724-3567,苗栗縣,頭份市,水源路324、326號1樓,,
Okmart 頭份信中店,03-724-3575,苗栗縣,頭份市,信中路2號1樓,,
Okmart 頭份尖豐店,03-724-3518,苗栗縣,頭份市,尖豐路775號1樓,,
Okmart 苑裡億光門市,03-724-3532,苗栗縣,苑裡鎮,國光巷35號,,
Okmart 苑裡高中門市,03-724-3626,苗栗縣,苑裡鎮,新興路19號,,
Okmart 苗栗建臺門市,03-724-3889,苗栗縣,苗栗市,至公路251號(宿舍大樓B1),,
Okmart 苗栗玉苗店,03-724-3563,苗栗縣,苗栗市,中山路653號,,
Okmart 苗栗光華店,03-724-3566,苗栗縣,苗栗市,玉維路34號1樓,,
Okmart 苗栗復興店,03-724-3620,苗栗縣,苗栗市,復興路２段204、206號1樓,,
Okmart 苗栗醫院門市,03-724-3595,苗栗縣,苗栗市,為公路747號,,
Okmart 苗栗監理站門市,03-724-3511,苗栗縣,苗栗市,福麗里福麗98號,,
Okmart 造橋平仁店,03-724-3550,苗栗縣,造橋鄉,平仁路53-1號,,
Okmart 造橋談文店,03-724-3640,苗栗縣,造橋鄉,淡文湖51-15號1樓,,
Okmart 苗栗銅鑼店,03-724-3639,苗栗縣,銅鑼鄉,中正路207號1樓,,
Okmart 銅鑼太平洋門市,03-724-3618,苗栗縣,銅鑼鄉,銅科二路8號(宿舍樓1樓),,
Okmart 三義雙湖店,03-724-3625,苗栗縣,三義鄉,雙湖16鄰96號,,
Okmart 三義高中門市,03-724-3619,苗栗縣,三義鄉,廣盛村122號(三義高中校內圖書館3F),,
