Okmart 萬里店,02-6637-3248,新北市,萬里區,瑪鋉路39號,,
Okmart 板橋自由店,02-6637-1491,新北市,板橋區,自由路34、36號1樓,,
Okmart 板橋華德店,02-6637-3092,新北市,板橋區,四川路２段245巷53號,,
Okmart 板橋懷仁店,02-6637-5006,新北市,板橋區,懷仁街8號,,
Okmart 板橋華僑店,02-6637-5032,新北市,板橋區,僑中二街90巷2號1樓,,
Okmart 板橋新海店,02-6637-5049,新北市,板橋區,新海路80號1樓,,
Okmart 板橋華翠店,02-6637-7600,新北市,板橋區,縣民大道３段101號,,
Okmart 板橋大仁店,02-6637-5072,新北市,板橋區,大仁街80號,,
Okmart 板橋崑崙店,02-6637-5078,新北市,板橋區,大觀路３段160巷34弄1號和36號一樓,,
Okmart 汐止厚德店,02-6637-2542,新北市,汐止區,樟樹一路135巷19、21號1樓,,
Okmart 汐止福德店,02-6637-3245,新北市,汐止區,福德一路197號,,
Okmart 汐止明峰店,02-6637-5001,新北市,汐止區,明峰街281號,,
Okmart 汐止社后店,02-6637-5007,新北市,汐止區,康寧街61巷48號,,
Okmart 汐止大同店,02-6637-5027,新北市,汐止區,大同路３段85號,,
Okmart 汐止新台店,02-6637-5047,新北市,汐止區,大同路１段169號1樓,,
Okmart 汐止汐平店,02-6637-5069,新北市,汐止區,汐平路１段1號1-3樓,,
Okmart 汐止中興店,02-6637-0105,新北市,汐止區,大同路１段331、333號1樓,,
Okmart 汐止東勢店,02-6637-4630,新北市,汐止區,東勢街127號1樓,,
Okmart 汐止江山萬里店,02-6637-5083,新北市,汐止區,新台五路２段170號B1,,
Okmart 平埔店,02-6637-2407,新北市,深坑區,文化街76號,,
Okmart 深坑百合店,02-6637-5092,新北市,深坑區,北深路１段38號1樓,,
Okmart 深坑北深店,02-6637-1159,新北市,深坑區,北深路３段169號,,
Okmart 三爪子坑店,02-6637-2071,新北市,瑞芳區,三爪子坑路125號,,
Okmart 瑞芳建基店,02-6637-3083,新北市,瑞芳區,建基路１段64號1樓,,
Okmart 瑞芳逢甲店,02-6637-3546,新北市,瑞芳區,逢甲路198、200號1樓,,
Okmart 傑魚坑店,02-6637-3548,新北市,瑞芳區,傑魚坑路55號,,
Okmart 瑞芳中央店,02-6637-5015,新北市,瑞芳區,中央路47號,,
