Okmart 宜蘭中山店,03-905-5251,宜蘭縣,宜蘭市,中山路３段290號1樓,,
Okmart 宜蘭神農店,03-905-5250,宜蘭縣,宜蘭市,神農路一段2號1樓,,
Okmart 宜蘭權新店,03-905-9710,宜蘭縣,宜蘭市,民權新路297號1樓,,
Okmart 宜蘭思源店,03-905-5190,宜蘭縣,宜蘭市,女中路３段180號1樓,,
Okmart 宜蘭東港店,03-905-5469,宜蘭縣,宜蘭市,東港路2段365號1樓,,
Okmart 宜蘭中福店,03-905-5089,宜蘭縣,宜蘭市,中山路５段339號1樓,,
Okmart 宜蘭東門店,03-905-5444,宜蘭縣,宜蘭市,聖後街106號1樓,,
Okmart 礁溪湯圍店,03-905-5230,宜蘭縣,礁溪鄉,仁愛路52號1樓,,
Okmart 礁溪德陽店,03-905-5126,宜蘭縣,礁溪鄉,德陽路92號1樓,,
Okmart 宜蘭中道門市,03-905-5355,宜蘭縣,壯圍鄉,中央路３段312巷7號,,
Okmart 羅東天祥店,03-905-5039,宜蘭縣,羅東鎮,天祥路95、97號ㄧ樓,,
Okmart 羅東集祥店,03-905-5113,宜蘭縣,羅東鎮,天津路6號1樓,,
Okmart 三星耕莘門市,03-905-5221,宜蘭縣,三星鄉,健富路２段407號,,
Okmart 紅柴林營區門市,03-905-5009,宜蘭縣,三星鄉,貴林路二段2號,,
Okmart 五結國民店,03-905-5359,宜蘭縣,五結鄉,五結中路２段361巷1號1樓,,
Okmart 五結協和店,03-905-5340,宜蘭縣,五結鄉,五結路２段317號1樓,,
Okmart 宜蘭監理站門市,03-905-5212,宜蘭縣,五結鄉,中正路２段9號1樓,,
Okmart 冬山永清店,03-905-5103,宜蘭縣,冬山鄉,永興路２段103號,,
Okmart 冬山香中店,03-905-5200,宜蘭縣,冬山鄉,香中路279、281號1樓,,
Okmart 蘇澳蘇港店,03-905-9751,宜蘭縣,蘇澳鎮,蘇港路397號、399號1樓,,
Okmart 蘇澳福德店,03-905-5312,宜蘭縣,蘇澳鎮,福德路320號1樓,,
