name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家竹崎灣橋店,05-2793585,嘉義縣,竹崎鄉,灣橋村五間厝３之６號,23.485681,120.554901
FamilyMart 全家中埔頂山門店,05-2399662,嘉義縣,中埔鄉,金蘭村頂山門６之２８號,23.44443,120.543867
FamilyMart 全家中埔幸福店,05-2393941,嘉義縣,中埔鄉,和美村１０鄰中山路五段６５０號,23.45315835,120.4597718
FamilyMart 全家中埔中華店,05-2390438,嘉義縣,中埔鄉,和睦村中華路６７８號,23.439543,120.453711
FamilyMart 全家水上鎮安店,05-2352125,嘉義縣,水上鄉,寬士村崎仔頭３１之２號,23.430510460833805,120.41166875081993
FamilyMart 全家水上崎子頭店,05-2844098,嘉義縣,水上鄉,寬士村崎子頭７０１－８０號壹樓,23.427677,120.398642
FamilyMart 全家水上中興店,05-2684426,嘉義縣,水上鄉,中興路２７９號（配送用）,23.446767,120.434303
FamilyMart 全家太保寶珠店,05-3717345,嘉義縣,太保市,太保里太保７４號,23.498776,120.377238
FamilyMart 全家太保麻魚店,05-2385049,嘉義縣,太保市,麻寮里中山路二段１８５號,23.458497,120.296537
FamilyMart 全家朴子四海店,05-3707141,嘉義縣,朴子市,永和里應菜埔２９－６號,23.442905,120.245271
FamilyMart 全家朴子牛挑灣店,05-3692652,嘉義縣,朴子市,梅華里１０鄰牛挑灣６５之１號,23.461357,120.24234
FamilyMart 全家朴子南通店,05-3707834,嘉義縣,朴子市,南通路三段７６７號、７６９號１樓,23.465969,120.284054
FamilyMart 全家新港中洋店,05-3774310,嘉義縣,新港鄉,三間厝１７９號,23.552168,120.369206
FamilyMart 全家中正大學附店,05-2722372,嘉義縣,民雄鄉,三興村１６８號（學人宿舍）,23.525299,120.441239
FamilyMart 全家中正大學店,05-2723991,嘉義縣,民雄鄉,三興村１６０號,23.52482,120.421455
FamilyMart 全家民雄北勢子店,05-2205727,嘉義縣,民雄鄉,北斗村北勢子２０之３５號,23.528343,120.448846
FamilyMart 全家民雄十四甲店,05-2207908,嘉義縣,民雄鄉,大崎村７鄰十四甲路１６之４號,23.56284988,120.47556505
FamilyMart 全家民雄旺萊店,05-2723759,嘉義縣,民雄鄉,大學路一段４３９號一樓,23.530583,120.453165
FamilyMart 全家民雄神農店,05-2723206,嘉義縣,民雄鄉,三興村公園路３７０號壹樓,23.546195,120.458907
FamilyMart 全家民雄新金興店,05-2203668,嘉義縣,民雄鄉,金興村２１鄰忠義街８３號全棟,23.55747835,120.4302118
FamilyMart 全家大林大埔美店,05-2955892,嘉義縣,大林鎮,大美里互助社區１５號,23.612766999,120.488147
FamilyMart 全家大林大發店,05-2641039,嘉義縣,大林鎮,西林里中正路４８５號,23.602781,120.468966
FamilyMart 全家大林明華店,05-2642683,嘉義縣,大林鎮,民生北路６１號,23.596293,120.457473
FamilyMart 全家布袋金滿店,05-3477739,嘉義縣,布袋鎮,永安里２０７號１樓,23.37886746,120.16086958
