name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家竹北上石店,03-6585150,新竹縣,竹北市,十興路一段３３３號,24.83347,121.01723
FamilyMart 全家竹北中正西店,03-5528316,新竹縣,竹北市,中正西路１４９號１樓,24.841133,120.973083
FamilyMart 全家竹北大河店,03-5531113,新竹縣,竹北市,中華路２－５１號,24.80272102355957,121.03663635253906
FamilyMart 全家竹北六家店,03-6681742,新竹縣,竹北市,文興路二段５２９號全部,24.841393,121.019611
FamilyMart 全家竹北奕力店,03-5601126,新竹縣,竹北市,台元二街１號１０樓,24.839079,121.018066
FamilyMart 全家竹北達發店,03-5539237,新竹縣,竹北市,台元二街１２號１４樓,24.841097,121.012728
FamilyMart 全家竹北宏福店,03-6571083,新竹縣,竹北市,光明一路２３６號１樓,24.82958,120.998593
FamilyMart 全家竹北竹采店,03-5505119,新竹縣,竹北市,成功一街８２號１樓後段,24.81766,121.01817
FamilyMart 全家竹北金三民店,03-5534233,新竹縣,竹北市,竹義街６０號,24.8121199999,121.02032
FamilyMart 全家竹北自強店,03-5505530,新竹縣,竹北市,自強南路５２號,24.81166667,121.0417424
FamilyMart 全家竹北科大店,03-6571794,新竹縣,竹北市,科大一路９３號,24.820336,121.009153
FamilyMart 全家竹北泰和店,03-5518451,新竹縣,竹北市,泰和路１６９號,24.808689,121.042674
FamilyMart 全家竹北勝利店,03-6673368,新竹縣,竹北市,莊敬七街１２２號,24.82105,121.02734
FamilyMart 全家竹北永豐店,03-6576976,新竹縣,竹北市,莊敬六街８３號１樓,24.81662,121.020409
FamilyMart 全家竹北嘉興店,03-6580147,新竹縣,竹北市,勝利七街二段６６號１樓,24.828016,121.027879
FamilyMart 全家竹北大漾店,03-5550065,新竹縣,竹北市,博愛南路９號１樓,24.84511,121.01863
FamilyMart 全家竹北湧億店,03-5552800,新竹縣,竹北市,博愛街２７３號,24.84368,121.01564
FamilyMart 全家竹北台元店,03-5552394,新竹縣,竹北市,博愛街５２３號１樓,24.83754,121.00947
FamilyMart 全家竹北新華興店,03-5517240,新竹縣,竹北市,華興街２８７號１樓,24.839583,120.996393
FamilyMart 全家竹北後站店,03-5510118,新竹縣,竹北市,新泰路１０８－２號１樓（配送用）,24.82637,121.01755
FamilyMart 全家竹北金十興店,03-6586446,新竹縣,竹北市,嘉興路４９８號（配送用）,24.810792,121.037081
FamilyMart 全家竹北嘉豐店,03-6578910,新竹縣,竹北市,嘉豐五路二段７９號１樓,24.81389,121.035907
FamilyMart 全家竹北金豐店,03-6580742,新竹縣,竹北市,嘉豐南路２段９２號,24.812644000000002,121.031339
