name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家南投金大崗店,04-9225-0656,南投縣,南投市,工業路８０號,23.944263,120.695133
FamilyMart 全家南投崗山店,04-9225-6041,南投縣,南投市,平山一路三街８８號,23.931722,120.669644
FamilyMart 全家南投成功店,04-9225-0459,南投縣,南投市,自強一路１１５號,23.9121,120.69132
FamilyMart 全家南投老家店,04-9224-6703,南投縣,南投市,南崗一路２８號,23.915991000000002,120.676792
FamilyMart 全家南投康金店,04-9224-7360,南投縣,南投市,復興路３４２號,23.914028,120.685332
FamilyMart 全家南投車站店,04-9224-2638,南投縣,南投市,復興路１２１號,23.918108217204974,120.68271069080733
FamilyMart 全家南投永順店,04-9224-6582,南投縣,南投市,彰南路二段３６０號１樓及地下室,23.924784,120.675548
FamilyMart 全家南投中寮店,04-9269-2671,南投縣,中寮鄉,永安街９８號,23.92686,120.734488
FamilyMart 全家草屯同安店,04-9235-4555,南投縣,草屯鎮,中山街２４７號,23.983561,120.685899
FamilyMart 全家草屯雙冬店,04-9257-2861,南投縣,草屯鎮,中正路４３之４３號,23.998715,120.689507
FamilyMart 全家草屯虎山店,04-9232-0230,南投縣,草屯鎮,中正路６１０號１樓及２樓,23.978631,120.702784
FamilyMart 全家草屯金安全店,04-9256-5781,南投縣,草屯鎮,中和路１００號,23.980408,120.678459
FamilyMart 全家草屯太平店,04-9239-3238,南投縣,草屯鎮,太平路一段４９８號,23.962687000000003,120.681633
FamilyMart 全家草屯佑民店,04-9239-2916,南投縣,草屯鎮,正興街７８號,23.975638,120.685985
FamilyMart 全家草屯草狀元店,04-9231-2947,南投縣,草屯鎮,草溪路６０５號１樓,23.989107,120.69171
FamilyMart 全家草屯富頂店,04-9255-0050,南投縣,草屯鎮,富寮里富中路１８５號,23.975,120.69982
FamilyMart 全家國姓水長流店,04-9243-2846,南投縣,國姓鄉,長流村大長路５７７－１７號,23.981664,120.872758
FamilyMart 全家埔里安德店,04-9242-0684,南投縣,埔里鎮,八德路３８號,23.950261,120.925973
FamilyMart 全家埔里埔榮店,04-9290-0366,南投縣,埔里鎮,蜈蚣里中山路一段２３７之７號１樓,23.965888,120.934115
FamilyMart 全家埔里東榮店,04-9299-4966,南投縣,埔里鎮,中正路３７６號,23.969081,120.964761
FamilyMart 全家埔里籃城店,04-9291-2500,南投縣,埔里鎮,中正路９８１號,23.954191,120.974804
FamilyMart 全家埔里枇杷店,04-9298-6650,南投縣,埔里鎮,中華路１－１號１樓,23.96807,120.9743
FamilyMart 全家埔里金門店,04-9242-2582,南投縣,埔里鎮,北環路５６號１樓（如圖）及２樓兩個房間,23.95997,120.96286
FamilyMart 全家埔里牛埔店,04-9293-2897,南投縣,埔里鎮,西安路二段９０號,24.037677,120.925648
FamilyMart 全家埔里高工店,04-9299-9423,南投縣,埔里鎮,和平東路４３１號,23.944162,120.931279
FamilyMart 全家埔里九龍店,04-9299-6297,南投縣,埔里鎮,隆生路７１號,23.974432,120.943026
FamilyMart 全家仁愛賽德克店,04-9292-0748,南投縣,仁愛鄉,南豐村中正路８７－１號,24.067005,121.167761
FamilyMart 全家名間松柏店,04-9258-3284,南投縣,名間鄉,松山村名松路二段１６７號１、２樓,23.835233,120.700251
FamilyMart 全家魚池日月潭店,04-9285-0266,南投縣,魚池鄉,中正路２８６號,23.865037,120.911391
FamilyMart 全家魚池水沙連店,04-9289-9432,南投縣,魚池鄉,魚池村魚池街３２２號１、２樓,23.84778,120.93113
FamilyMart 全家竹山前山店,04-9263-2088,南投縣,竹山鎮,大明路４６１號,23.749548965797317,120.68248718650818
FamilyMart 全家竹山金竹店,04-9265-2785,南投縣,竹山鎮,竹山路１－６－２號,23.813061,120.723026
FamilyMart 全家竹山延和店,04-9263-0859,南投縣,竹山鎮,集山路三段５４２號,23.76476,120.704021
FamilyMart 全家竹山文化園店,04-9265-9758,南投縣,竹山鎮,鯉南路２６之１２０號,23.64797546,120.65733518
FamilyMart 全家鹿谷向天店,04-9267-6667,南投縣,鹿谷鄉,光復路１７４之１０號,23.673452,120.796386
