name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家斗南林子店,05-5974262,雲林縣,斗南鎮,林子里林子２０１號,23.675407,120.473939
FamilyMart 全家斗南西岐店,05-5953351,雲林縣,斗南鎮,中山路１５１－１６號,23.671103000000002,120.477772
FamilyMart 全家斗南光華店,05-5953576,雲林縣,斗南鎮,光華路９６號,23.671829,120.490282
FamilyMart 全家虎尾興南店,05-6328374,雲林縣,虎尾鎮,興南里興南１５８之１２號,23.703671,120.386764
FamilyMart 全家虎尾飛揚店,05-6329718,雲林縣,虎尾鎮,穎川里頂南２４號,23.700615,120.428533
FamilyMart 全家虎尾三吉店,05-6364272,雲林縣,虎尾鎮,新吉里工專一街１１５號,23.725092,120.459019
FamilyMart 全家虎尾文科店,05-6331799,雲林縣,虎尾鎮,建國里文科路１１５１號,23.708234,120.436988
FamilyMart 全家虎尾新光店,05-6326703,雲林縣,虎尾鎮,光明路７５號,23.709453,120.446435
FamilyMart 全家虎尾新忠孝店,05-6320832,雲林縣,虎尾鎮,忠孝路４４號,23.711721,120.436257
FamilyMart 全家虎尾五間厝店,05-6327366,雲林縣,虎尾鎮,虎興南路３８０號,23.724151,120.41964
FamilyMart 全家虎尾雲高店,05-7006910,雲林縣,虎尾鎮,站前東路３０１號１樓,23.707137,120.427769
FamilyMart 全家土庫雙人厝店,05-6652492,雲林縣,土庫鎮,後埔里１８鄰雙人厝７２之１號,23.67950786,120.39209595
FamilyMart 全家褒忠聚寶店,05-6975735,雲林縣,褒忠鄉,中正路１３１號１樓,23.696641,120.309218
FamilyMart 全家崙背德鑫店,05-6963452,雲林縣,崙背鄉,西榮村中山路４０６號,23.759949,120.353747
FamilyMart 全家麥寮六輕店,05-6812640,雲林縣,麥寮鄉,中興村台塑工業園區１號,23.795016,120.218776
FamilyMart 全家麥寮新泰順店,05-6936160,雲林縣,麥寮鄉,中興路７６－３號,23.797488,120.226343
FamilyMart 全家麥寮德順店,05-6914811,雲林縣,麥寮鄉,施厝村仁德東路５２３號,23.74810242,120.25600963
FamilyMart 全家麥寮萊杯店,05-6931662,雲林縣,麥寮鄉,麥豐村２２鄰表福路１９３號壹樓,23.796972,120.273688
FamilyMart 全家斗六榮大店,05-5360113,雲林縣,斗六市,大學路一段４０２號１樓,23.69455786,120.53837595
FamilyMart 全家斗六社口店,05-5360684,雲林縣,斗六市,中山路３２１號１樓２樓全部,23.70096786,120.53444595
FamilyMart 全家斗六環中店,05-5374847,雲林縣,斗六市,中華路２７５號,23.723577,120.581846
FamilyMart 全家斗六工業店,05-5575825,雲林縣,斗六市,斗工十路１０８號１樓,23.692184,120.529644
FamilyMart 全家斗六車頭店,05-5334074,雲林縣,斗六市,民生路１８７號２樓,23.729498,120.591053
FamilyMart 全家斗六新光店,05-5362691,雲林縣,斗六市,成功路５５３號壹樓,23.705123,120.551121
FamilyMart 全家斗六竹圍店,05-5515203,雲林縣,斗六市,溪洲里竹圍路５１號一樓,23.72477,120.524187
FamilyMart 全家斗六明德北店,05-5338946,雲林縣,斗六市,鎮北里明德北路一段１６５號,23.735456,120.532924
FamilyMart 全家斗六保明店,05-5370414,雲林縣,斗六市,保長路５１－１號,23.704576,120.533758
FamilyMart 全家斗六久安店,05-5222671,雲林縣,斗六市,雲林路三段４７３號,23.691712,120.528466
FamilyMart 全家斗六鎮北店,05-5331047,雲林縣,斗六市,鎮北路１５２號１樓．２樓,23.721863,120.540508
FamilyMart 全家林內采虹店,05-5898442,雲林縣,林內鄉,中正路３０號．３２號,23.76728,120.577762
FamilyMart 全家古坑國道店,05-5827956,雲林縣,古坑鄉,崁腳村５鄰新興１００號,23.622632,120.555245
FamilyMart 全家莿桐饒平店,05-5712906,雲林縣,莿桐鄉,四合村后埔１２８號,23.757825,120.496454
FamilyMart 全家西螺七崁店,05-5878263,雲林縣,西螺鎮,吳厝里吳厝７０－１號,23.789116,120.470939
FamilyMart 全家西螺公館店,05-5876631,雲林縣,西螺鎮,公館里公館３９２號,23.79923,120.455544
FamilyMart 全家西螺平和店,05-5875059,雲林縣,西螺鎮,平和南路３９９號１－３樓,23.797763,120.466273
FamilyMart 全家西螺延平店,05-5873047,雲林縣,西螺鎮,延平路１９１號,23.782511,120.452884
FamilyMart 全家西螺新社店,05-5879667,雲林縣,西螺鎮,新豐里福來路８８號,23.792529,120.456418
FamilyMart 全家二崙新崙店,05-5989801,雲林縣,二崙鄉,中山路１１５號,23.796639,120.416455
FamilyMart 全家北港好收店,05-7923807,雲林縣,北港鎮,好收里５鄰好收１１５號,23.574567,120.293213
FamilyMart 全家北港天后店,05-7837465,雲林縣,北港鎮,中山路９０號,23.569409,120.301999
FamilyMart 全家北港豐順店,05-7839941,雲林縣,北港鎮,公園路７３號１．２樓,23.578442,120.300858
FamilyMart 全家口湖下崙店,05-7990369,雲林縣,口湖鄉,崙中村中山路７１號,23.57484742,120.15068863
FamilyMart 全家元長鹿寮店,05-7983080,雲林縣,元長鄉,鹿北村永鹿７０之１號,23.650845,120.313111
