name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家嘉義八德店,05-2911792,嘉義市,西區,八德路２４０號,23.490662999999998,120.429939
FamilyMart 全家嘉義上新店,05-2840713,嘉義市,西區,上海路３２２號全部,23.47908,120.44121
FamilyMart 全家嘉義德慶店,05-2319477,嘉義市,西區,中興路３１９之３號１樓,23.476702,120.442173
FamilyMart 全家嘉義仁安店,05-2843206,嘉義市,西區,仁愛路１７５號１樓,23.481005,120.434182
FamilyMart 全家嘉義北社尾店,05-2381503,嘉義市,西區,北湖里１３鄰北社尾路２６０號,23.459367,120.443386
FamilyMart 全家嘉義湖瑞店,05-2841584,嘉義市,西區,光路里民生南路５８９號,23.482091,120.447965
FamilyMart 全家嘉義大山店,05-2842826,嘉義市,西區,劉厝里３３鄰玉山路４９１號,23.486667,120.429298
FamilyMart 全家嘉義自強店,05-2863047,嘉義市,西區,自強街８６號、８８號、９０號、９２號１樓,23.493491,120.438208
FamilyMart 全家嘉義南京店,05-2838475,嘉義市,西區,車店里南京路４２３號４２７號,23.463727,120.436414
FamilyMart 全家嘉義國楊店,05-2165585,嘉義市,西區,垂楊路４３４號,23.485064,120.436216
FamilyMart 全家嘉義向榮店,05-2319535,嘉義市,西區,國華街５１９號１樓,23.479815,120.444006
FamilyMart 全家嘉義興雅店,05-2910040,嘉義市,西區,興雅路７２號,23.489054,120.441008
FamilyMart 全家嘉義聖馬店,05-2777467,嘉義市,東區,大雅路二段５６５號二樓商店街,23.477494,120.469654
FamilyMart 全家嘉義東雅店,05-2763383,嘉義市,東區,文雅街４１號,23.498381,120.455347
FamilyMart 全家嘉義仁義店,05-2766504,嘉義市,東區,台林街９９號,23.476148,120.45034
FamilyMart 全家嘉義芳草店,05-2235698,嘉義市,東區,芳草里１５鄰立仁路８號一樓,23.477186,120.453614
FamilyMart 全家嘉義和平店,05-2783145,嘉義市,東區,和平路１５０號,23.490881,120.467873
FamilyMart 全家嘉義保義店,05-2789759,嘉義市,東區,保義路１６９號,23.46833,120.460801
FamilyMart 全家嘉義博東店,05-2788717,嘉義市,東區,博東路１８３號,23.460827,120.450361
FamilyMart 全家嘉義湖子內店,05-2275004,嘉義市,東區,興安里興美六路１５０號壹樓,23.47432,120.46492
