name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家台東香蘭店,08-9780258,台東縣,台東市,台東縣太麻里鄉新香蘭２之５號及其停車場,121.1532355,22.7530891
FamilyMart 全家台東文化店,08-9341912,台東縣,台東市,中山里中山路３４５號１、２樓,121.1495299,22.7505499
FamilyMart 全家台東金塊店,08-9341896,台東縣,台東市,中華路一段２７６號一樓,121.1193766,22.7350838
FamilyMart 全家台東寶桑店,08-9239683,台東縣,台東市,中興路一段２１１號,121.1236197,22.7689028
FamilyMart 全家台東豐年店,08-9238980,台東縣,台東市,中興路三段２６５號,121.12189,22.7553579
FamilyMart 全家台東興昌店,08-9233387,台東縣,台東市,臺東縣臺東市文昌路２號壹樓,121.1313509,22.7552026
FamilyMart 全家台東南京店,08-9332782,台東縣,台東市,民族里正氣路３８４號一樓,121.161686,22.7870994
FamilyMart 全家台東南王店,08-9224995,台東縣,台東市,南王里更生北路６０３號,121.138882,22.765
FamilyMart 全家台東車站店,08-9237179,台東縣,台東市,台東市岩灣路１０１巷５９８號,121.0401205,22.7060088
FamilyMart 全家台東博愛店,08-9341217,台東縣,台東市,博愛路４８６號,121.1390069,22.7602155
FamilyMart 全家台東四維店,08-9348139,台東縣,台東市,傳廣路３９９號１樓,121.134304,22.747984
FamilyMart 全家台東和平店,08-9380790,台東縣,卑南鄉,太平村和平路１０２號一樓,121.0920852,22.8574153
FamilyMart 全家台東鎮東店,08-9381213,台東縣,卑南鄉,臺東縣卑南鄉泰安村泰安路３６１號（陸軍太平營區）,121.0944946,22.8013657
FamilyMart 全家台東鹿野店,08-9561502,台東縣,鹿野鄉,鹿野村中華路一段９８號一樓,121.1418312,22.988336
FamilyMart 全家關山民族店,08-9814885,台東縣,關山鎮,里壟里民族路５３－１號,121.16340720469174,23.045861575831108
FamilyMart 全家成功中華店,08-9853820,台東縣,成功鎮,中華路１２３號１樓,121.399989,23.1556886
FamilyMart 全家台東大竹店,08-9760208,台東縣,大武鄉,臺東縣大武鄉大竹６號,120.8922489,22.3308241
