name,phone,city,region,detailed_address,latitude,longitude
FamilyMart 全家彰化美玉店,04-7382426,彰化縣,彰化市,一心東街３９號一樓,24.0848016,120.5598111
FamilyMart 全家彰化台鐵店,04-7236431,彰化縣,彰化市,三民路１號,24.0855440996,120.5439798883
FamilyMart 全家彰化山中美店,04-7387141,彰化縣,彰化市,山中街９６號,24.0557926,120.5335242
FamilyMart 全家彰化建台店,04-7113410,彰化縣,彰化市,中興路１０３－８號１樓,24.0667024,120.5358086
FamilyMart 全家彰化鐵皮店,04-7511950,彰化縣,彰化市,平和十四街６７號,24.0757826,120.540012
FamilyMart 全家彰化樂活店,04-7285748,彰化縣,彰化市,成功路８５號１樓、２樓,24.076039273743206,120.54703226686478
FamilyMart 全家彰化自強店,04-7278997,彰化縣,彰化市,忠權里自強南路６１號一樓,24.081291,120.5404897
FamilyMart 全家彰化彰興店,04-7114730,彰化縣,彰化市,延平路５號,24.0732538,120.5266934
FamilyMart 全家新秀傳店,04-7119667,彰化縣,彰化市,南平街６１巷５１號,24.0732246,120.5490922
FamilyMart 全家彰化誠心店,04-7352770,彰化縣,彰化市,建國西街１０１號,24.0663444,120.5473211
FamilyMart 全家彰化寶山店,04-7135077,彰化縣,彰化市,師大路２號,24.0679789,120.5282668
FamilyMart 全家彰化新彰基店,04-7287141,彰化縣,彰化市,博愛街１０１號１樓,24.0832189,120.554316
FamilyMart 全家彰化金水店,04-7512550,彰化縣,彰化市,彰水路１９６之３號,24.0827822,120.5860737
FamilyMart 全家彰化彰南店,04-7374666,彰化縣,彰化市,彰南路三段３０２號、３０４號,24.0904248,120.5359209
FamilyMart 全家彰化金馬店,04-7624805,彰化縣,彰化市,彰馬路２４６之１號,24.0574839,120.5135018
FamilyMart 全家彰化線東店,04-7635121,彰化縣,彰化市,線東路一段５６７號,24.0856581,120.5381857
FamilyMart 全家花壇正花店,04-7867840,彰化縣,花壇鄉,中山路一段３８０號,24.0253591,120.5380299
FamilyMart 全家秀水秀中店,04-7688319,彰化縣,秀水鄉,秀中街１５５號,24.0579292,120.4952858
FamilyMart 全家秀水金興店,04-7686346,彰化縣,秀水鄉,番花路２９７號右１７,24.0321157,120.4981307
FamilyMart 全家鹿港車站店,04-7740452,彰化縣,鹿港鎮,民權路２０２號,24.057533,120.427621
FamilyMart 全家鹿港金埔崙店,04-7774921,彰化縣,鹿港鎮,建國路５號,24.0546971,120.4341553
FamilyMart 全家鹿港天后店,04-7754523,彰化縣,鹿港鎮,玉順里後寮巷９２號１樓,24.0654179,120.4286336
FamilyMart 全家鹿港鹿和店,04-7785489,彰化縣,鹿港鎮,鹿和路１段３８１號,24.0831941234,120.4757928208
FamilyMart 全家鹿港金寶店,04-7720101,彰化縣,鹿港鎮,鹿和路四段１０號,24.0567214,120.4411046
FamilyMart 全家鹿港富麗店,04-7787891,彰化縣,鹿港鎮,鹿東路二段５４１號,24.1104052,120.4568314
FamilyMart 全家鹿港好神店,04-7787505,彰化縣,鹿港鎮,復興南路４１號,24.0756071083,120.4203800264
FamilyMart 全家福興福環店,04-7770440,彰化縣,福興鄉,沿海路４段３８２號,24.0528536494,120.4390706066
FamilyMart 全家福興番花店,04-7795343,彰化縣,福興鄉,番花路一段８５３號,24.0244271,120.4511089
FamilyMart 全家福興福利店,04-7697552,彰化縣,福興鄉,萬豐村彰水路５０、５２號１樓,24.049204,120.4811666
FamilyMart 全家和美金美店,04-7567100,彰化縣,和美鎮,月眉里和厝路一段臨２１６號,24.1129895,120.5022907
FamilyMart 全家和美頂美店,04-7350643,彰化縣,和美鎮,柑井里美寮路二段２號１樓,24.098807,120.4898209
FamilyMart 全家和美八大店,04-7563372,彰化縣,和美鎮,鹿和路六段３１０號,24.0817013,120.4983532
FamilyMart 全家和美永美店,04-7359141,彰化縣,和美鎮,彰新路二段１６３號,24.093509,120.537862
FamilyMart 全家伸港雙興店,04-7987049,彰化縣,伸港鄉,七嘉村中華路４６３號一樓,24.1624655,120.4871369
FamilyMart 全家伸港新港店,04-7987553,彰化縣,伸港鄉,新港路３０８號,24.1774148,120.4999604
FamilyMart 全家員林正新店,04-8360774,彰化縣,員林市,三民東街３５０號,23.96888,120.5754114
FamilyMart 全家員林青山店,04-8364353,彰化縣,員林市,振興里山腳路二段５８號,23.9626278,120.6005064
FamilyMart 全家員林台鐵店,04-8366459,彰化縣,員林市,民權街５５號２樓,23.962162,120.574599
FamilyMart 全家員林富城店,04-8334347,彰化縣,員林市,育英路２４號,23.9669551,120.5658716
FamilyMart 全家員林金牌店,04-8336323,彰化縣,員林市,南昌路１３５號,23.9626496,120.5608674
FamilyMart 全家員林新員農店,04-8331925,彰化縣,員林市,三條里員水路二段３２０號,23.972569630649204,120.57653519014359
FamilyMart 全家員林三多店,04-8396940,彰化縣,員林市,員林大道４段５０２號,23.9564781,120.5678758
FamilyMart 全家員林安迪店,04-8336605,彰化縣,員林市,員集路二段８２號,23.9675201,120.5825598
FamilyMart 全家員林武西堡店,04-8399824,彰化縣,員林市,溝皂街９２號,23.953561,120.577695
FamilyMart 全家員林車頭店,04-8396162,彰化縣,員林市,南平里２８鄰靜修路５２－１號,23.9624692,120.5644667
FamilyMart 全家社頭山腳店,04-8713762,彰化縣,社頭鄉,山腳路四段１８３號,23.9028513,120.5824419
FamilyMart 全家永靖永安店,04-8231800,彰化縣,永靖鄉,中山路一段８６９號,23.920398,120.5387554
FamilyMart 全家埔心永坡店,04-8280399,彰化縣,埔心鄉,東門村中正路一段臨４９７號,23.9503369272,120.5264007017
FamilyMart 全家溪湖新發店,04-8852102,彰化縣,溪湖鎮,二溪路一段４５８號,23.9634203,120.4756733
FamilyMart 全家彰化溪湖店,04-8817134,彰化縣,溪湖鎮,光平里大溪路二段４０４號,23.9579749,120.4772774
FamilyMart 全家溪湖金羊店,04-8852038,彰化縣,溪湖鎮,員鹿路２段４７９號,23.9484609,120.4853842
FamilyMart 全家大村大溪店,04-8520728,彰化縣,大村鄉,大溪路１３號,23.992854,120.582801
FamilyMart 全家大村寶村店,04-8534456,彰化縣,大村鄉,山腳路７５－７號,23.9891909,120.5637769
FamilyMart 全家大村大贏家店,04-8531859,彰化縣,大村鄉,中山路３段１７４號,23.9796826,120.5726875
FamilyMart 全家田中新苗店,04-8744572,彰化縣,田中鎮,大社路一段９５６號,23.8583585,120.5912554
FamilyMart 全家田中金田店,04-8747821,彰化縣,田中鎮,中州路一段７６號一樓,23.8603281,120.587309
FamilyMart 全家田中金斗店,04-8748349,彰化縣,田中鎮,斗中路一段２３２號,23.8542573,120.5851394
FamilyMart 全家田中新生店,04-8748424,彰化縣,田中鎮,員集路二段５６６號,23.874286,120.5753184
FamilyMart 全家北斗肉圓店,04-8875352,彰化縣,北斗鎮,中華路２０５號,23.8719558,120.523475
FamilyMart 全家田尾金園店,04-8837329,彰化縣,田尾鄉,中山路一段５７７號,23.888465575613182,120.55086387724612
FamilyMart 全家溪州金州店,04-8890150,彰化縣,溪州鄉,中山路３段４７４號,23.8530427,120.4950179
FamilyMart 全家二林矽品店,04-7535127,彰化縣,二林鎮,中科二林大道二段１７７號,23.8973797,120.423716
FamilyMart 全家二林斗苑店,04-8955612,彰化縣,二林鎮,斗苑路四段２９９號,23.895181,120.3630139
FamilyMart 全家芳苑寶成店,04-8962501,彰化縣,芳苑鄉,三合村１４鄰斗苑路三合段１００號,23.9647623,120.339977
