name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 嘉義光華店,05-2250700,嘉義市,東區,民族里光華路54號56號,,
悟饕池上飯包 嘉義台林店,05-2767070,嘉義市,東區,台林街116號1樓,,
悟饕池上飯包 嘉義中興店,05-2311009,嘉義市,西區,中興路301號,,
悟饕池上飯包 嘉義仁愛店,05-2225347,嘉義市,西區,仁愛路242號,,
