name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 南投霧社店,04-9280-1598,南投縣,仁愛鄉,仁和路38號,,
悟饕池上飯包 南投名間店,04-9273-2777,南投縣,名間鄉,彰南路55號,,
悟饕池上飯包 南投竹山店,04-9266-0101,南投縣,竹山鎮,集山路三段787號,,
悟饕池上飯包 埔里中山店,04-9299-4766,南投縣,埔里鎮,中山路三段212號,,
悟饕池上飯包 南投民族店,04-9220-0667,南投縣,南投市,民族路33號,,
