name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 台東更生店,08-9333212,台東縣,台東市,更生路302號,,
悟饕池上飯包 台東鐵花店,08-9331525,台東縣,台東市,中山路401號,,
悟饕池上飯包 台東豐田店,08-9385448,台東縣,台東市,豐田里中興路四段448號,,
悟饕池上飯包 台東綠島店,08-9672711,台東縣,綠島鄉,南寮102-2號,,
悟饕池上飯包 台東新站店,08-9228390,台東縣,台東市,新站路245號,,
悟饕池上飯包 台東南王店,08-9224407,台東縣,台東市,更生北路683號,,
悟饕池上飯包 台東池上店,08-9862326,台東縣,池上鄉,忠孝路259號,,
