name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 斗六文化店,05-5362553,雲林縣,斗六市,文化路130號1樓,,
悟饕池上飯包 斗六民生店,05-5350599,雲林縣,斗六市,民生南路58號,,
悟饕池上飯包 虎尾科大店,05-6336555,雲林縣,虎尾鎮,立德路2號,,
悟饕池上飯包 雲林北港店,05-7839859,雲林縣,北港鎮,華勝路84號,,
悟饕池上飯包 虎尾圓環店,05-6336000,雲林縣,虎尾鎮,東仁里光復路346-1號,,
悟饕池上飯包 雲林麥寮店,05-6930987,雲林縣,麥寮鄉,中興路25號,,
悟饕池上飯包 雲林西螺店,05-5882221,雲林縣,西螺鎮,中山路83號,,
