name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 梧棲文化店,04-2657-4588,台中市,梧棲區,文化路一段365號,,
悟饕池上飯包 台中精誠店,04-2326-5050,台中市,西區,精誠路310號,,
悟饕池上飯包 外埔甲后店,04-2686-0003,台中市,外埔區,甲后路五段185巷1號,,
悟饕池上飯包 大雅民生店,04-2568-6668,台中市,大雅區,民生路三段489號,,
悟饕池上飯包 台中潭子店,04-2533-0620,台中市,潭子區,興華一路315號,,
悟饕池上飯包 龍井東海店,04-2631-5785,台中市,龍井區,遊園南路248號,,
悟饕池上飯包 豐原三民店,04-2515-0898,台中市,豐原區,三民路61號1樓,,
悟饕池上飯包 台中清水店,04-2622-8288,台中市,清水區,中山路52-1號1樓,,
悟饕池上飯包 太平宜昌店,04-2277-8878,台中市,太平區,宜昌路540號,,
悟饕池上飯包 烏日明道店,04-2336-5168,台中市,烏日區,中山路一段528號,,
悟饕池上飯包 龍井中央店,04-2639-3228,台中市,龍井區,中央路148號,,
悟饕池上飯包 沙鹿中山店,04-2662-2210,台中市,沙鹿區,中山路197-2號,,
悟饕池上飯包 台中民權店,04-2212-0737,台中市,中區,民權路154號,,
悟饕池上飯包 台中大肚店,04-2699-8500,台中市,大肚區,文昌路一段72號,,
悟饕池上飯包 台中學士店,04-2235-0369,台中市,北區,學士路278號,,
悟饕池上飯包 烏日成功店,04-2337-7528,台中市,烏日區,中山路三段745號,,
悟饕池上飯包 台中中科店,04-2461-3006,台中市,西屯區,福林路386號,,
悟饕池上飯包 台中十甲東店,04-2215-4916,台中市,東區,十甲東路768之9號,,
悟饕池上飯包 太平永豐店,04-2351-1133,台中市,太平區,永豐路3號,,
悟饕池上飯包 神岡社口店,04-2563-2642,台中市,神岡區,中山路760號,,
悟饕池上飯包 豐原向陽店,04-2520-8965,台中市,豐原區,向陽路295號,,
悟饕池上飯包 豐原成功店,04-2522-0811,台中市,豐原區,成功路313號,,
悟饕池上飯包 台中文心南店,04-2261-6690,台中市,南區,文心南路883-1號,,
悟饕池上飯包 台中復興店,04-2261-5795,台中市,南區,復興路一段450號1樓,,
悟饕池上飯包 台中松竹店,04-2247-8797,台中市,北屯區,松竹路二段265號,,
悟饕池上飯包 台中東山店,04-2436-2250,台中市,北屯區,東山路一段188-15號,,
悟饕池上飯包 台中向心店,04-2471-9471,台中市,南屯區,五權西路二段410號,,
