name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 台北東湖店,02-2633-8976,台北市,內湖區,東湖路113巷60號1樓,,
悟饕池上飯包 天母東路店,02-2871-2323,台北市,士林區,天母東路50巷23之3號,,
悟饕池上飯包 台北大安店,02-2747-5469,台北市,大安區,敦化南路二段81巷45弄45號,,
悟饕池上飯包 台北木柵店,02-2939-3005,台北市,文山區,木新路二段256號,,
悟饕池上飯包 士林德行店,02-2836-0289,台北市,士林區,德行東路71號,,
悟饕池上飯包 台北南港店,02-2652-2323,台北市,南港區,南港路二段211號,,
悟饕池上飯包 台北農安店,02-2599-1172,台北市,中山區,農安街75號,,
悟饕池上飯包 台北羅斯福店,02-2365-1131,台北市,中正區,羅斯福路二段128-1號,,
悟饕池上飯包 北投中和店,02-2898-1272,台北市,北投區,中和街246號,,
悟饕池上飯包 台北民生社區店,02-2768-7668,台北市,松山區,三民路141號,,
悟饕池上飯包 台北南京東路店,02-2545-6333,台北市,松山區,南京東路4段133巷5弄4號,,
悟饕池上飯包 台北合江店,02-2500-6048,台北市,中山區,合江街97號,,
悟饕池上飯包 士林中正店,02-2881-6167,台北市,士林區,中正路391號,,
悟饕池上飯包 台北東陽店,02-2552-1584,台北市,大同區,長安西路232號,,
