name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 中壢延平店,03-4220883,桃園市,中壢區,延平路427號,,
悟饕池上飯包 桃園中正店,03-3174818,桃園市,桃園區,中寧里中正路853號1樓,,
悟饕池上飯包 蘆竹大竹店,03-3133898,桃園市,蘆竹區,上竹里愛國一路5號,,
悟饕池上飯包 龍潭中興店,03-4990096,桃園市,龍潭區,中興路295號,,
