name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 屏東潮州店,08-7894599,屏東縣,潮州鎮,長興路51號,,
悟饕池上飯包 屏東千禧店,08-7383100,屏東縣,屏東市,廣東路250號,,
悟饕池上飯包 屏東內埔店,08-7788997,屏東縣,內埔鄉,南寜路63號,,
悟饕池上飯包 屏東東港店,08-8329228,屏東縣,東港鎮,中正路206號,,
悟饕池上飯包 屏東枋寮店,08-8787032,屏東縣,枋寮鄉,中山路283-1號,,
悟饕池上飯包 屏東林邊店,08-8758852,屏東縣,林邊鄉,中山路259號,,
悟饕池上飯包 屏東自由店,08-7372737,屏東縣,屏東市,自由路462之1號,,
