name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 基隆孝三店,02-2425-8966,基隆市,仁愛區,孝三路50號1樓,,
悟饕池上飯包 基隆長庚店,02-2430-0220,基隆市,安樂區,安樂路二段233號1樓,,
悟饕池上飯包 基隆深溪店,02-2466-6818,基隆市,信義區,深溪路39號1樓,,
悟饕池上飯包 基隆大武崙店,02-2431-2066,基隆市,安樂區,基金一路174之4號1樓,,
悟饕池上飯包 基隆安定店,02-2424-0775,基隆市,中山區,西定路87號,,
悟饕池上飯包 七堵百福店,02-2452-3852,基隆市,七堵區,百三街110號,,
