name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 竹南大埔店,03-7580057,苗栗縣,竹南鎮,大埔街150號,,
悟饕池上飯包 頭份中華店,03-7595050,苗栗縣,頭份鎮,中華路962號,,
悟饕池上飯包 苗栗為公店,03-7279283,苗栗縣,苗栗市,為公路383號,,
悟饕池上飯包 苗栗中正店,03-7377923,苗栗縣,苗栗市,中正路525號,,
