name,phone,city,region,detailed_address,latitude,longitude
悟饕池上飯包 鳳山大明店,07-7657135,高雄市,鳳山區,大明路2-1號1樓,,
悟饕池上飯包 高雄小港店,07-8071349,高雄市,小港區,漢民路247號1樓,,
悟饕池上飯包 高雄梓官店,07-6102262,高雄市,梓官區,進學路130號,,
悟饕池上飯包 高雄阿蓮店,07-6311055,高雄市,阿蓮區,中正路358號1樓,,
悟饕池上飯包 高雄鹽埕店,07-5312908,高雄市,鹽埕區,七賢三路152號,,
悟饕池上飯包 高雄旗艦店,07-5580331,高雄市,左營區,自由二路346號1樓,,
悟饕池上飯包 高雄三多店,07-7219828,高雄市,苓雅區,三多二路49號1樓,,
悟饕池上飯包 高雄鳳屏店,07-7011663,高雄市,大寮區,鳳屏一路668號,,
悟饕池上飯包 鳳山五甲店,07-8216080,高雄市,鳳山區,五甲二路707號,,
悟饕池上飯包 鳳山文衡店,07-7774514,高雄市,鳳山區,文衡路224號,,
悟饕池上飯包 高雄覺民店,07-3853986,高雄市,三民區,覺民路527號1樓,,
悟饕池上飯包 六合公園店,07-2238566,高雄市,苓雅區,六合路32號,,
悟饕池上飯包 楠梓翠屏店,07-9713710,高雄市,楠梓區,翠屏路10號,,
悟饕池上飯包 岡山大仁店,07-6221336,高雄市,岡山區,大仁北路250號,,
悟饕池上飯包 岡山前峰店,07-6258272,高雄市,岡山區,前峰路102-1號,,
悟饕池上飯包 高雄前鎮店,07-8410557,高雄市,前鎮區,前鎮街286號,,
悟饕池上飯包 高雄明誠店,07-5525980,高雄市,鼓山區,明誠三路670號1樓,,
悟饕池上飯包 岡山忠誠店,07-6215313,高雄市,岡山區,忠誠街260-1號,,
悟饕池上飯包 高雄建工店,07-3830185,高雄市,三民區,建工路510號,,
悟饕池上飯包 高雄大寮店,07-7820983,高雄市,大寮區,鳳林三路976-1號,,
悟饕池上飯包 高雄湖內店,07-6931900,高雄市,湖內區,東方路50-7號,,
悟饕池上飯包 高雄路竹店,07-6969686,高雄市,路竹區,新民路11-2號,,
悟饕池上飯包 楠梓藍田店,07-3647785,高雄市,楠梓區,藍田路849號,,
悟饕池上飯包 高雄橋頭店,07-6130000,高雄市,橋頭區,隆豐路174號1F,,
悟饕池上飯包 高雄正勤店,07-5367070,高雄市,前鎮區,正勤路90號,,
悟饕池上飯包 高雄大社店,07-3552282,高雄市,大社區,中山路282-2號,,
悟饕池上飯包 高雄大樹九曲堂店,07-6522730,高雄市,大樹區,久堂路208號1樓,,
悟饕池上飯包 燕巢中民店,07-6142977,高雄市,燕巢區,中民路586號,,
悟饕池上飯包 高雄草衙店,07-8412885,高雄市,前鎮區,草衙二路373號,,
悟饕池上飯包 高雄復興店,07-3300855,高雄市,前鎮區,復興三路303號,,
悟饕池上飯包 高雄成功店,07-2696600,高雄市,苓雅區,成功一路202號,,
悟饕池上飯包 三民熱河店,07-3113386,高雄市,三民區,熱河一街291號,,
悟饕池上飯包 三民陽明店,07-3879955,高雄市,三民區,陽明路368號,,
悟饕池上飯包 楠梓樂群店,07-3637898,高雄市,楠梓區,樂群路118號,,
悟饕池上飯包 左營華夏店,07-3456166,高雄市,左營區,華夏路699號,,
悟饕池上飯包 左營榮總店,07-3458820,高雄市,左營區,福山里榮成三街57號,,
悟饕池上飯包 高雄鳳山店,07-7461195,高雄市,鳳山區,光復路129號,,
