統一超商 CITY CAFE 山隴,08-3625711,連江縣,南竿鄉,介壽村232號233號284號,26.156104,119.951703
統一超商 CITY CAFE 中隴,08-3623397,連江縣,南竿鄉,介壽村3鄰48-2號,26.159356,119.952267
統一超商 CITY CAFE 南竿,08-3626711,連江縣,南竿鄉,清水村100號,26.153415,119.937566
統一超商 CITY CAFE 馬祖,08-3622930,連江縣,南竿鄉,介壽村215號1樓,26.156088,119.952164
統一超商 CITY CAFE 馬港,08-3625492,連江縣,南竿鄉,馬祖村中山路58號60號,26.159677,119.918751
統一超商 CITY CAFE 福澳港,08-3623134,連江縣,南竿鄉,福澳村129號,26.160201,119.943576
統一超商 CITY CAFE 北竿,08-3656492,連江縣,北竿鄉,塘岐村中山路191號193號195號,26.223401,119.997942
統一超商 CITY CAFE 坪里,08-3656338,連江縣,北竿鄉,坂里村42號1樓,26.216405,119.974245
統一超商 CITY CAFE 塘岐,08-3655554,連江縣,北竿鄉,塘岐村219號,26.223935,119.998643
統一超商 CITY CAFE 東莒,08-3688313,連江縣,莒光鄉,大坪村27號,25.960164,119.97305
統一超商 CITY CAFE 東引,08-3677011,連江縣,東引鄉,中柳村85與86號1樓,26.367482,120.488598
